446086	20.00000
442114	20.00000
440096	20.00000
410166	20.00000
438078	20.00000
398164	20.00000
380160	20.00000
388152	20.00000
416160	20.00000
388082	20.00000
426132	20.00000
368150	20.00000
450082	20.00000
452070	20.00000
466106	20.00000
454078	20.00000
458092	20.00000
444114	20.00000
404084	20.00000
450118	20.00000
402092	20.00000
428124	20.00000
384164	20.00000
438112	20.00000
404172	20.00000
444082	20.00000
402150	20.00000
438128	20.00000
410096	20.00000
450084	20.00000
456128	20.00000
448072	20.00000
454124	20.00000
390162	20.00000
432110	20.00000
380138	20.00000
424128	20.00000
378154	20.00000
416140	20.00000
444110	20.00000
458074	20.00000
422124	20.00000
408088	20.00000
462084	20.00000
462134	20.00000
438114	20.00000
458112	20.00000
430126	20.00000
378150	20.00000
412162	20.00000
422122	20.00000
452076	20.00000
446120	20.00000
460098	20.00000
458066	20.00000
416150	20.00000
444098	20.00000
414160	20.00000
402158	20.00000
462102	20.00000
374132	20.00000
422120	20.00000
446118	20.00000
406168	20.00000
396182	20.00000
382150	20.00000
464116	20.00000
408092	20.00000
454094	20.00000
448070	20.00000
396156	20.00000
434130	20.00000
412092	20.00000
380122	20.00000
408156	20.00000
380132	20.00000
414152	20.00000
380158	20.00000
454082	20.00000
374146	20.00000
448096	20.00000
448086	20.00000
410146	20.00000
448122	20.00000
370146	20.00000
424122	20.00000
454114	20.00000
452118	20.00000
424130	20.00000
466100	20.00000
416130	20.00000
456098	20.00000
404098	20.00000
436118	20.00000
410162	20.00000
450100	20.00000
422118	20.00000
446094	20.00000
456118	20.00000
386164	20.00000
446104	20.00000
394150	20.00000
420142	20.00000
386130	20.00000
458090	20.00000
404158	20.00000
430130	20.00000
436102	20.00000
378142	20.00000
454074	20.00000
460100	20.00000
442082	20.00000
380152	20.00000
408172	20.00000
456090	20.00000
402174	20.00000
446078	20.00000
456126	20.00000
430136	20.00000
444124	20.00000
378124	20.00000
402154	20.00000
414142	20.00000
452082	20.00000
444100	20.00000
378140	20.00000
426104	20.00000
412140	20.00000
392164	20.00000
460084	20.00000
438116	20.00000
438124	20.00000
454102	20.00000
444092	20.00000
440102	20.00000
446072	20.00000
468122	20.00000
424116	20.00000
460134	20.00000
456094	20.00000
412094	20.00000
384158	20.00000
430110	20.00000
428114	20.00000
458122	20.00000
448112	20.00000
428102	20.00000
444084	20.00000
374136	20.00000
418160	20.00000
444068	20.00000
464100	20.00000
458088	20.00000
442110	20.00000
434114	20.00000
408142	20.00000
460132	20.00000
400092	20.00000
468120	20.00000
442068	20.00000
382160	20.00000
450090	20.00000
456072	20.00000
458128	20.00000
394160	20.00000
440074	20.00000
432124	20.00000
412146	20.00000
434120	20.00000
464092	20.00000
414124	20.00000
398162	20.00000
452080	20.00000
462112	20.00000
406084	20.00000
396088	20.00000
368118	20.00000
404164	20.00000
454106	20.00000
434110	20.00000
462100	20.00000
406154	20.00000
420122	20.00000
444106	20.00000
412164	20.00000
388160	20.00000
452106	20.00000
406176	20.00000
402180	20.00000
432112	20.00000
456102	20.00000
448100	20.00000
402148	20.00000
456112	20.00000
416146	20.00000
396084	20.00000
406172	20.00000
424140	20.00000
434102	20.00000
438108	20.00000
374144	20.00000
432132	20.00000
390168	20.00000
408148	20.00000
400162	20.00000
442074	20.00000
454118	20.00000
398154	20.00000
420138	20.00000
370128	20.00000
410164	20.00000
436122	20.00000
424132	20.00000
380130	20.00000
460096	20.00000
390086	20.00000
426120	20.00000
392096	20.00000
442072	20.00000
420146	20.00000
408168	20.00000
404154	20.00000
428120	20.00000
440076	20.00000
386150	20.00000
442076	20.00000
452122	20.00000
390166	20.00000
412158	20.00000
460114	20.00000
422110	20.00000
402160	20.00000
426122	20.00000
428134	20.00000
450122	20.00000
440072	20.00000
404082	20.00000
450102	20.00000
398092	20.00000
464128	20.00000
460124	20.00000
448092	20.00000
410090	20.00000
400086	20.00000
366144	20.00000
428132	20.00000
408154	20.00000
438100	20.00000
470114	20.00000
368144	20.00000
390082	20.00000
460080	20.00000
404174	20.00000
380150	20.00000
444112	20.00000
448124	20.00000
404176	20.00000
466128	20.00000
414144	20.00000
444104	20.00000
422126	20.00000
448114	20.00000
430124	20.00000
470116	20.00000
388162	20.00000
376146	20.00000
416124	20.00000
444072	20.00000
404080	20.00000
412144	20.00000
446076	20.00000
398082	20.00000
372146	20.00000
442118	20.00000
414134	20.00000
376130	20.00000
446088	20.00000
466104	20.00000
452120	20.00000
454128	20.00000
452072	20.00000
406160	20.00000
442112	20.00000
400152	20.00000
448120	20.00000
452102	20.00000
398158	20.00000
422100	20.00000
376128	20.00000
436134	20.00000
406140	20.00000
366146	20.00000
418158	20.00000
422138	20.00000
